geography,Mean.Age,Median.Age,Percentage.Age.18.to.19,Percentage.Age.20.to.24,Percentage.Age.25.to.29,Percentage.Age.30.to.44,Percentage.Age.45.to.59,Percentage.Age.60.to.64,Percentage.Age.65.to.74,Percentage.Age.75.to.84,Percentage.Age.85.to.89,Percentage.Age.90.and.over
"Sheffield, Heeley",40.0,40.0,2.71221620696296,6.293197526373226,6.505039265615303,21.314702672629622,18.878522671345728,5.563520424539405,8.919821111420195,6.240772045449682,1.6958038217105686,0.9447285643977489
Shipley,41.1,42.0,1.9553248718164242,5.046440279061948,5.849163654702867,20.39905018071783,21.422417416155334,6.803185677061443,9.107337984365808,6.147558207951585,1.7000084054803732,0.7606959737749012
Skipton and Ripon,43.6,45.0,2.029899462051458,4.461749239417323,4.412386919992747,17.539741704108152,22.10223037092257,7.782120766425564,11.592085910583684,7.097092660125321,1.9432635544899564,1.0688453246831744
Thirsk and Malton,44.5,47.0,2.1062620553074294,4.448730775974997,4.177454125364882,16.334361365253898,22.28697562636025,8.119733055524039,12.61075410782989,7.882494920009489,1.9175030170502019,0.9644245943743617
Wakefield,39.7,40.0,2.280329006878852,5.914340408523887,6.7810337211014575,21.22662347224267,20.264215242863454,6.517028840692513,8.723730988493173,5.289563918631803,1.3631487052190925,0.6395018617077224
Wentworth and Dearne,40.2,41.0,2.4212998888446133,5.976174996329775,6.108303097669932,19.354669574883076,21.070237620855266,6.334808414253057,9.274134351209078,5.545185713386884,1.5708563159329711,0.7518718147689856
York Central,36.8,33.0,3.688230052031928,13.871347943157753,9.553560306250539,20.813729529796184,16.561101582038923,4.81894230492818,6.55717283607547,4.567885855556301,1.3913510094960664,0.655429814390709
York Outer,42.6,43.0,4.301327754770952,5.624813217777398,4.471032745591939,18.248089484694532,20.364598898518548,7.137215557358152,10.76505998377663,7.3239977799598694,1.8656875720445716,1.0385091576655423
Amber Valley,41.5,42.0,2.2268243004904247,5.520976753183209,5.667762821023406,20.05621109884733,20.955133529806673,7.4212304996415694,10.090688756642354,5.6552461795796685,1.5702695629416383,0.8238225822969175
Ashfield,40.5,41.0,2.3951567007476893,5.81470651725965,5.730321643738838,19.963891123888768,20.82245815099005,6.665423788684577,9.957415075455776,5.377082638302883,1.4482799222874188,0.6976470357360127
Bassetlaw,41.4,43.0,2.3610897040690504,5.436960542540073,5.432143958076449,19.231658446362516,21.368295314426632,7.020653514180025,10.114827373612824,6.09875924784217,1.5557567817509248,0.7436806411837238
Bolsover,41.2,42.0,2.306479099848634,5.576196373567051,5.890571909434442,19.73473902596509,20.824997618367153,6.729965175235253,10.223026684872927,6.0017147756501865,1.498840938680893,0.7949361193145132
Boston and Skegness,42.8,44.0,2.1556980449234886,5.630187640140042,6.001927540222651,17.571102631682468,20.28342708784076,7.523307501671845,11.715707485936825,7.238110223830691,1.7859250226190944,0.8496912001888202
Bosworth,41.7,43.0,1.995278891353452,5.102663763456177,5.519830691276124,19.90903726012902,21.398628436539752,7.5476689526057665,9.998779023625893,5.988889114995625,1.623898577562524,0.7488655094523922
Broxtowe,41.2,42.0,2.263848964420718,6.207157974539596,6.169251666298133,20.372534773773047,20.561013361973654,6.729422665866422,9.62399048130482,6.172410525318255,1.5804824630676733,0.8086679091512147
Charnwood,41.8,43.0,2.3103390045172456,5.1346730273989944,5.1177861274116605,19.04420146071685,21.27854941529109,6.9679571072740325,10.178578967366066,6.762148013678389,1.575758855068181,0.8084603368936547
Chesterfield,41.5,42.0,2.355010295126973,5.5893960192175705,5.830688057652711,19.76878860672615,21.032086479066574,6.742235758407687,9.803963623884695,6.219972546328072,1.8617021276595744,0.8557824296499656
Corby,39.0,40.0,2.333354526380803,5.44873250438242,6.201691205188058,20.44523565154997,21.075577434854086,6.246196604873795,8.594083506662185,4.812941080300457,1.2379767300338786,0.5604047266551013
Daventry,41.2,43.0,2.2035162493340437,4.751198721363878,4.456046883324454,19.564198188598827,22.50719232818327,7.431006925945657,9.92647842301545,5.452317527970165,1.4001065530101224,0.702184336707512
Derby North,37.9,36.0,3.5405639783499296,9.876100196365739,7.567556791563251,20.01933753974662,17.945037528782034,5.209174366795252,7.341287640919829,5.462356588220049,1.5769065917087808,0.6977462795171595
Derby South,35.7,34.0,2.7653864121424188,7.448864625220984,7.905945718185232,21.578074763444505,16.864368742614797,4.443487739417977,6.740801128504822,4.697218125692721,1.1944564032572753,0.6375319452968279
Derbyshire Dales,44.7,47.0,1.9917887966646755,4.129752265707422,3.709023426080104,16.74526203398879,23.375236739415048,8.720908062486494,12.15283515310208,7.246450497629428,1.9956020489875814,1.0308492112923113
Erewash,40.2,41.0,2.3657628920786813,6.272195640616693,6.028708133971292,20.8548644338118,20.280701754385966,6.187134502923977,9.165337586390217,5.681020733652312,1.4598617756512493,0.7910685805422648
Gainsborough,43.2,45.0,2.259073910531079,4.630447344606897,4.403667724244704,17.39879414298019,22.36177891167588,7.922022699767769,11.734755067107143,6.832826350047427,1.5776447628081423,0.8515138629945813
Gedling,40.8,41.0,2.307284968605795,5.497498189834977,5.76875276928231,20.408935190688727,20.988187997795382,6.510109906735975,9.196719008353776,6.076750996941631,1.6491413873969285,0.6959679249565021
Grantham and Stamford,41.3,42.0,2.1486526616279185,4.878773074307173,5.482273376057323,19.627170924696575,21.018095429682635,6.934505848205305,9.8447184144227,6.032129206540794,1.8009215353814025,0.9272830033240413
Harborough,41.2,42.0,3.5346009417655124,5.351572589457789,5.11712463491685,19.072738471319862,20.670163517514055,6.400627843674872,9.646142536408972,6.634082374679622,1.772267588563708,0.886133794281854
High Peak,41.1,43.0,2.507371385820534,5.56594639792281,5.108260352946354,19.35373850283853,22.449720547462924,7.075430180874004,9.50798750165031,5.56594639792281,1.3884610306737666,0.7767460282533116
Kettering,39.5,40.0,2.1706338593206738,5.341535169831506,6.201658197378979,21.524471783899436,19.640545600427924,6.647766782562183,8.670767584915753,5.10189890345012,1.4806097887135599,0.787376303824552
Leicester East,36.5,34.0,2.511979358643568,7.085329893107262,8.161629192775525,20.537228160707706,19.12182086251382,4.787136011795061,6.61260597124954,4.570586067084408,1.1610762992996684,0.5676373018798377
Leicester South,33.6,29.0,5.066771735394469,14.693973358370988,8.990921055940715,19.727212521062647,15.303427867244546,3.7455883709037865,5.2034169691584164,3.614811337362831,1.0118453813072672,0.5449043064206494
Leicester West,34.4,31.0,3.0108201348596517,9.986082797553708,9.79006586169045,21.902932413360514,16.355653128430298,4.305511996236475,5.395366159636192,3.5910302650148975,1.1153363650619414,0.5106241179237886
Lincoln,37.8,35.0,4.647619764139409,11.213722797976189,8.210920307709669,19.322135911373596,17.632177854684297,5.280531156544473,7.494310380499182,5.0990275923034964,1.479301070212726,0.7993680290405702
Loughborough,37.9,35.0,5.20281920203273,12.672292971152585,6.548897425814452,18.417576655877873,17.95779263337266,5.807798179013279,7.806245399639029,4.917470784556904,1.3480948203716587,0.7663067041753633
Louth and Horncastle,46.1,49.0,1.9972131908964235,4.690096506167105,4.150281261289157,15.08283015946741,20.98776900448986,9.141766011250452,14.91768591629251,8.47809258399133,1.9992774939361098,1.0269907622438974
Mansfield,40.2,41.0,2.4266268450979265,6.239350602109777,6.508337640954951,19.628395841709263,20.989604273160644,6.23456435586698,9.240326996343308,5.803802194015278,1.461719602550112,0.672946221737216
Mid Derbyshire,42.4,44.0,2.0722925925045748,4.733952803060909,4.733952803060909,19.528743553791678,21.511918058889233,6.85852800684427,10.42087502079422,7.115188098576487,1.7681028541552795,0.8864279094084935
Newark,42.1,44.0,2.2499166136025956,4.932431749497155,5.035527659015333,19.00300191030656,21.678441836724378,7.532065860092787,10.776554777282513,6.109948755268505,1.5818146901563621,0.8328532298331262
North East Derbyshire,43.1,45.0,2.260433616254013,5.047495492325959,4.834205549936233,18.35392937244382,21.677514402568274,7.6938299837283965,11.567131360218127,6.761511060292889,1.7327059237433484,0.8520603368661771
North West Leicestershire,40.8,42.0,2.1001840201994266,5.070184448153379,5.284161424230753,20.52146189070056,21.212607523430478,7.060170325672957,9.625754268840673,5.502417939829674,1.517096760388582,0.7211024093807505
Northampton North,38.2,37.0,3.2369593465750883,7.435724893261556,7.260534620382401,20.644607388156675,18.277798403564134,5.937906070168926,7.782624837571932,5.082838314460739,1.4815760163356229,0.8214219417115278
Northampton South,36.6,35.0,2.387437910591251,7.8331463974790365,9.175879933771297,22.637397852908187,18.012070715163166,5.265181861881109,6.744645623030497,4.1061795652406134,1.1440474282967472,0.5789670458793997
Nottingham East,33.9,30.0,4.811584862339127,14.430726470765945,9.932327646975892,22.75281464623069,15.280658999818735,3.7129161547602263,4.7642544963847655,3.35441380838251,0.90531912751002,0.47632474673219066
Nottingham North,36.1,35.0,3.076843893149416,6.806320448813629,7.131607391013434,20.615574656441403,17.721962015543774,4.999742652735602,7.163518451798858,4.4325492820011325,1.2682073189561995,0.6392506047660713
Nottingham South,34.4,27.0,8.372927595140663,19.979310281691433,8.642992502265798,17.300632592714656,13.995770508912141,3.736965935202732,5.337214944201843,4.797085129951571,1.2798330174947132,0.48703230708668627
Rushcliffe,41.1,42.0,2.3598664743110476,5.806471994355697,4.879795288691385,19.920390046649747,21.193517475227193,6.559396817707949,9.348904310099723,6.3456293503785695,1.7764813664269241,0.8192664511441298
Rutland and Melton,42.2,44.0,2.125319541049878,4.748033212452688,4.866932207756178,18.332243425876385,21.76545191526465,7.317242335968928,10.598854606345242,6.488912668687949,1.7914115292392445,0.8828250401284109
Sherwood,41.2,42.0,2.258783568623288,5.411315147011995,5.264833881753529,19.47457807026855,21.290733467784737,6.813501751406433,10.327990659165694,5.989809998938542,1.455259526589534,0.7270990340728161
Sleaford and North Hykeham,43.2,45.0,1.9764803342457857,4.367166114392739,4.455409883302118,18.381717331796573,21.49636219564904,7.683511021466647,11.99665033856793,6.887516208039187,1.7450655525140468,0.8194064255870912
South Derbyshire,39.5,40.0,2.17839363287567,5.1505638879200095,5.707581570853283,21.674012535540264,20.806248744860532,6.5859149570345945,8.632188646140513,4.995190834046781,1.2186743613321918,0.614093498641807
South Holland and The Deepings,43.2,44.0,1.9353441486848322,5.092337375964719,5.284296739644039,18.31292329500709,20.84875570956056,7.5021656953851,11.394510946605765,7.440148054811781,1.846747519294377,0.9607812253898251
South Leicestershire,40.4,42.0,2.3559819076494857,5.267657438242457,5.155325811422038,20.386699140116306,21.334062329141606,6.821412595059397,9.336448133605051,5.39390625776629,1.4563348078930365,0.6869128684328247
South Northamptonshire,39.3,41.0,1.9620124905583907,4.429726792063522,4.984248632118052,22.090602604963063,21.905454947403328,6.614653377793335,8.175973176617969,4.601057460253127,1.2481347064350325,0.6282124500285551
Wellingborough,39.4,40.0,2.176923294303827,5.361768667753088,6.172816247327122,21.34910841285242,19.55274635216986,6.698442901685208,8.805659435375238,5.209167381003966,1.401671078288228,0.7309790031933232
Aldridge-Brownhills,42.6,44.0,2.23192246732663,5.093927819783303,5.041962221009691,18.681632759113466,20.332839660144984,6.713955361550654,11.750721022682983,7.4128926650557325,1.7005742198664484,0.7548003221867123
"Birmingham, Edgbaston",36.6,33.0,5.974028663739541,9.154171154005468,8.405475934056831,20.746002816668046,16.313892800927842,5.0244387374699695,7.082056167674591,4.636111341231049,1.378303371717339,0.7072736310164858
"Birmingham, Erdington",36.7,35.0,2.817607232710835,6.9105524760170995,7.483278447094438,20.741884677534824,18.32620834952648,4.594080467998936,7.067029393115015,5.082942993311379,1.3193151833745833,0.6709075661191679
"Birmingham, Hall Green",33.6,31.0,2.855811706239647,7.610608779679735,8.7770913859746,21.85256764218664,15.595665378244064,3.8238542241855327,5.604638321369409,4.043001104362231,0.8739991717283269,0.462451684152402
"Birmingham, Hodge Hill",31.6,28.0,3.070398921744276,7.345617120596986,7.747497493384178,20.891204654908858,13.389437696214598,3.280790282549023,5.086375515705386,3.862653889774651,1.0330544552014331,0.5054323706832788
"Birmingham, Ladywood",30.0,27.0,4.465124355726047,14.342544576259147,11.933571704829786,22.110140260314303,11.916206893829967,2.2826833368852264,3.759481581460696,2.516318975791875,0.4838467792222143,0.23126771013394584
"Birmingham, Northfield",37.8,37.0,2.6572144110745204,6.418725720257933,6.6080337599337415,20.46991776932027,18.68332314487981,5.544162016130622,7.841493955946442,5.231606554790874,1.4109364832087712,0.6556762832521543
"Birmingham, Perry Barr",34.8,32.0,3.269212811653749,8.129610607899897,8.13427957792511,21.17471285834345,16.725184424315994,3.8164160986086473,6.4011579045662526,4.36175179755346,1.0010271734055467,0.5117191147632832
"Birmingham, Selly Oak",36.3,32.0,3.6812822508576204,14.864462317545426,7.0550702912546726,19.189560571554864,16.459588534309628,4.587429252308609,6.894596750170563,4.743098196354271,1.3904503829263841,0.7168458781362007
"Birmingham, Yardley",36.0,34.0,2.6775843654556013,6.684592178980307,7.379752290655624,20.855740223725384,17.27594671063726,4.456707077142162,6.990949802319698,4.875489516385917,1.30974910528584,0.7307613033783658
Bromsgrove,42.6,44.0,2.140179629847176,4.99482042355052,4.538804105214819,18.8419107831306,21.84179330820082,6.895778378205197,10.503326676420647,6.979078782959728,1.891346369490693,1.0615461836667128
Burton,39.3,39.0,2.3712413974360222,6.1880055679395705,6.703916052603401,20.441736184793292,20.1185620698718,5.926156661572456,8.738355510994735,5.5299763459909865,1.3296862680203638,0.6512153098869864
Cannock Chase,39.6,40.0,2.434795099628573,6.046459132790216,6.288604789559008,20.89942746916747,20.442839260429707,6.26808397118877,9.135868338429336,5.095319201329749,1.2589522070140156,0.5745829143666249
Coventry North East,35.6,33.0,2.578023907122368,7.817321352625531,8.210947326510484,21.43678004904489,16.949443946756432,4.426708653437214,6.878048339079368,4.46109437069613,1.148301978988517,0.5673643347721041
Coventry North West,38.3,37.0,2.66773733047823,8.463200888254422,7.582877309858038,20.889840590054725,17.537076691252278,5.151082560076136,8.426520739154572,5.439566975969545,1.5415576175747483,0.8119200571020699
Coventry South,36.7,32.0,6.6169714994743165,12.72436231376152,7.695804957519156,17.81827481364312,16.054633111378426,4.989723140456729,7.495950822622352,4.855224149199162,1.49653807173911,0.7975221875976775
Dudley North,39.7,40.0,2.504370952251964,6.065157969908149,6.3791277795562555,19.8712108153365,18.786475904356177,5.3941244551700365,9.698588982737817,6.613066069097984,1.4208672954271222,0.6550272107168362
Dudley South,40.4,41.0,2.4131177179590195,6.084270791482523,6.242466854158296,19.706709521896343,18.99231619124146,6.394385295299316,10.579047810365608,6.066693451185215,1.3823322619525913,0.7093712334270792
Halesowen and Rowley Regis,40.5,41.0,2.4691075252808665,5.9425783620975965,6.149864290704199,19.590238092511367,19.34172402340842,6.3021793653156815,9.903915528121027,6.18422107445115,1.6754658207263025,0.808529644178243
Hereford and South Herefordshire,41.5,42.0,2.2504410618307142,5.803553112050219,6.225126164198088,18.903089484265376,20.59348459360768,6.6938825749805115,10.002872030525582,6.722602880236327,1.788864727362245,0.8308374020432446
Kenilworth and Southam,43.0,45.0,2.403407362336477,5.345908122908427,4.198357164587771,17.81807118953453,22.069972619409796,7.434134469120779,11.386674779434134,6.8439306358381495,1.8472771524186187,0.9394584727715242
Lichfield,42.3,44.0,2.0239823627466795,4.610421035650911,4.972845082540195,19.468731515835888,21.036726353712965,7.524869602624079,11.862128300263484,6.002043340323708,1.462601494864763,0.7377534010861967
Ludlow,45.0,47.0,1.9138079357035955,4.539401581484144,4.212970055505144,16.472418303734518,22.131350389478772,8.517859457675854,13.186890887021697,7.658767102301519,1.9762659533096856,1.0452879550302272
Meriden,40.3,41.0,2.4059634516072204,5.870736252630798,5.198549931854214,18.59684582363685,20.64492800652716,7.020406649545231,9.881602492188732,5.672325393808468,1.4259621535922564,0.7018552342453434
Mid Worcestershire,42.8,44.0,2.0983759290236517,4.798102780189298,4.8912698244648185,18.715988735257376,21.7301543608529,7.480890168759396,10.947127702373642,6.6656785313485925,1.8516950049759673,0.9846062633662948
Newcastle-under-Lyme,40.2,40.0,3.8506942492551577,8.653662375625386,5.971105739501939,18.871212547079654,19.499690820169768,6.278036989150598,9.013435268986452,6.219573893979426,1.6515824385856428,0.7690145595592782
North Herefordshire,44.6,47.0,1.9887189626097577,4.387974646740711,4.200732685933593,16.77036692446357,21.95848113042973,8.231668314240856,12.495202651625284,7.724603128452637,2.082921439786009,1.1385706809327207
North Shropshire,41.7,43.0,2.5808493497525604,5.67096328691449,5.161698699505121,18.50711627728546,20.868339279548856,6.972417232516208,10.478766256185983,6.429585299420723,1.7445429086584572,0.8804235239958568
North Warwickshire,41.1,42.0,2.2058333518448587,5.394628695826021,5.7833707266143906,19.932469955794478,21.063153919630363,6.91627607348335,10.197258813337184,5.75893551325055,1.4816624830619545,0.6964035808694493
Nuneaton,39.1,39.0,2.42957205278528,6.092044880662232,6.403838130997079,20.42245789693257,20.50479766374635,6.30612827437806,8.776321278791471,4.955756098632063,1.1966712776936081,0.5577146872186725
Redditch,39.0,39.0,2.201233315119819,5.998193516732273,6.869096869877449,20.935133869331043,20.46790146860399,6.845679494184685,8.439176154420865,4.537395318755088,1.175329237151109,0.5921250710884619
Rugby,40.0,40.0,2.128452909921387,5.278148919201649,6.463039492899979,21.027664709111434,19.699841531243205,6.069456959678505,9.560948326756362,5.576443049643187,1.4893991651907321,0.8244518327481384
Shrewsbury and Atcham,41.5,42.0,2.2357445644742238,5.596686917622238,5.726592565099334,18.914457619503427,20.834717040104707,6.654490047078589,10.168779668301068,6.294075130394014,1.792307241507296,0.9112930007227833
Solihull,42.3,43.0,2.1969903963892854,5.0932531851806875,5.117540504164263,18.579799022435413,20.99942317617414,6.332918424967364,9.922381776414989,7.603954785107827,2.1079368934495077,1.1364441341064797
South Staffordshire,43.1,45.0,2.3853504884950083,5.739149004324382,4.692755325396402,17.87411243393305,22.319150072073036,7.317281511932092,11.607495595536811,6.695851796487107,1.6507394159414874,0.8232342106668091
Stafford,41.0,41.0,2.6696761324864835,6.773397721904361,5.907301453991916,19.752243976694135,20.079785838013752,6.8353367277308275,10.173744160411527,5.833814497926618,1.5117316676289958,0.7737126660017847
Staffordshire Moorlands,43.5,45.0,2.1529094591282587,4.789546328186474,4.483830605110741,18.66284844497762,21.74709441069102,8.086632354269057,11.710073139584381,6.90504753428015,1.6769216877571818,0.893928253550559
Stoke-on-Trent Central,37.6,35.0,3.561802079322295,10.163169041201387,8.106709664998075,19.889536003080476,17.994320369657295,5.372785906815556,7.608538698498267,5.080381209087408,1.2670870234886409,0.5017809010396611
Stoke-on-Trent North,38.8,39.0,2.392596805045753,6.424029364628031,6.9379103551672445,20.22437057333402,18.94535490875252,6.050767719588482,9.033758982577677,5.37248617070775,1.3172723982836168,0.5934963552706406
Stoke-on-Trent South,39.5,40.0,2.434693262153922,6.264309407074012,6.4631054624241955,19.628318386401457,20.021443170015303,6.656317358916226,9.095477948156669,5.4400875596108955,1.339081294184657,0.6086733155384805
Stone,43.7,46.0,1.9822193735237212,4.668304668304668,4.262365131930349,18.15570511222685,22.58305736566606,8.114042896651592,12.077294685990339,6.5247065247065255,1.7104060582321452,0.959061828627046
Stourbridge,40.7,41.0,2.2382920110192837,5.440771349862259,5.8673242690838,19.92135430551853,20.237936550253266,6.67266506709322,9.901803963387541,6.008397760597174,1.5540300364347286,0.7298053852306052
Stratford-on-Avon,44.3,46.0,1.9222511018194146,4.350774098768222,4.519154706746525,17.713865973556334,21.873658040456547,7.8878969375070636,11.99005537348853,7.613289637247147,2.0646400723245564,1.1458921912080462
Sutton Coldfield,42.2,43.0,2.0513737159199636,4.801959897799321,5.063770279790131,18.836678688214327,21.51156066325297,6.870156770794999,9.94669162101633,7.2602437254881345,1.8968109602868348,0.9357881123366314
Tamworth,39.5,40.0,2.426206809742589,6.350305242620681,6.169886923867665,20.100908385256048,20.455451360479994,6.73631652925504,9.257977216942539,4.898567142887113,1.1716701281809219,0.5937021419430634
Telford,37.3,37.0,2.4856406113392135,6.469748447857988,7.162540532763753,21.04604964641043,19.73240075698049,5.894266204805277,7.937228167642404,4.0339091844752595,0.894210869974214,0.3950906937881119
The Wrekin,39.5,40.0,2.912963125935052,6.7554783067851805,5.736821261990672,19.83411071019977,19.866012496699813,6.240649476370677,9.285619994719704,5.356199947197043,1.3233741089501012,0.7150400422423655
Walsall North,37.9,37.0,2.5394661155968383,6.745989475702507,6.921749504676282,19.539189160399665,18.99060482754213,5.574255949210678,8.57176335243614,5.131127633737404,1.2644069963143654,0.5634973050128891
Walsall South,36.7,35.0,2.780514059977049,7.362573752678453,7.424520924942368,20.178529719409777,17.003991022737658,4.894842136263469,7.691604634867118,5.31019284865595,1.2287881711366797,0.5900214276284389
Warley,36.3,34.0,2.768950445222937,6.904480428628757,7.94459929935684,21.58436459474409,17.008492315701567,4.41318423878266,7.182134684005597,4.945716423899958,1.2993351482088047,0.6724438997407837
Warwick and Leamington,38.4,37.0,2.525221330039119,9.253654519250567,7.770228536133415,22.391393864525426,18.229359687049616,5.350010294420424,7.67243154210418,4.986617253448631,1.4988676137533457,0.7998764669549104
West Bromwich East,38.4,37.0,2.4525729864818815,6.6715892309439955,7.150971259797796,20.213563557877993,18.49710326025219,5.111893672611609,8.480063614676816,5.9559241167783705,1.402930819038964,0.6497784846075202
West Bromwich West,37.1,36.0,2.603363972014946,6.800013305096961,7.653757026754332,21.509906753445467,17.94746704216607,5.0060427315364056,7.643778204033662,4.816445099843665,1.1952412103203203,0.6696898803650032
West Worcestershire,45.2,48.0,2.0980165397455757,4.114207161404352,3.820724868533025,15.987693381919746,21.969713500185474,8.359335791747585,12.62737567915512,8.086582731458247,2.4089550284754195,1.2535730650897903
Wolverhampton North East,37.7,37.0,2.9773375254966923,7.159358553929026,6.904673360604933,20.461588739759062,18.41171101119037,4.974249749259046,7.974125787439287,5.613216583837632,1.2790605947913498,0.5702243708937648
Wolverhampton South East,38.1,37.0,2.659423659230865,6.751193621919548,7.129977204940063,20.771856606598092,17.92984565136033,5.261009106683149,8.411490524740012,5.591027138596233,1.322340292820123,0.6237454211415676
Wolverhampton South West,39.9,39.0,2.547313132264789,7.519461095474191,7.345165051287789,20.538668990613925,18.707382850682464,5.46088349251587,8.535795461236795,6.2781906186331895,1.893702966565779,0.9774710586129332
Worcester,38.3,37.0,3.181192289000486,7.509517252551435,7.168313623845781,21.697310869917384,18.954519682488254,5.629353636805443,7.796047302770128,4.9783330633403535,1.321278146768184,0.6955694151952049
Wyre Forest,42.7,44.0,2.1709619800969633,5.248277621842306,5.379943863230416,18.865016585863742,20.040826741515694,7.9652972697116615,11.843837713702476,6.483286552692014,1.7075784638938507,0.8512375606021944
Basildon and Billericay,39.3,39.0,2.240012487874497,5.550414218337106,6.087838817219887,20.929454658980678,19.420874820208056,5.917245531682407,8.481719758716425,6.104563649135327,1.468440242175566,0.7057879068315364
Bedford,37.8,36.0,2.8901905685393703,7.176498525715869,7.547543189598876,21.542358458828883,18.15051550471969,5.184730769991887,7.093384521006076,5.42912552193616,1.4604317970435161,0.7707834484396335
Braintree,40.1,41.0,2.1903107113654947,5.3454619787408015,5.542722812755519,20.52432542927228,20.715453802125918,6.753883892068684,9.01573998364677,5.335241210139002,1.4840556009811938,0.8585445625511038
Brentwood and Ongar,41.9,43.0,2.100971416891681,4.911948535344298,4.977570274427961,19.521929494282304,21.423884161494026,6.6998719838204766,9.627031853437611,6.891358369999032,1.8890454726378865,0.9455985025334294
Broadland,43.8,46.0,1.9645333445392277,4.3745009875194345,4.167542127158885,18.0821111904862,21.563642475942345,8.011514056393663,11.888053115938984,7.179476404588813,1.9561289238139261,1.0652603269319663
Broxbourne,39.4,40.0,2.366636299220569,5.916590748051422,5.939872456726389,20.804737321591254,19.884603704828425,5.822451665148294,8.794412389918008,5.979350136653507,1.3614738333839458,0.6144346593784796
Bury St Edmunds,41.3,42.0,2.089234504477559,5.7425359348334775,6.342476116750823,19.269339713928815,19.810341490877743,6.801667868892837,10.106616935554813,6.421647108499445,1.801579901124228,0.9993138514048453
Cambridge,35.3,31.0,5.482830747777584,14.859682761024926,11.075474986926965,22.466445877636396,14.515426180930799,3.9480564755098486,5.453198535820115,3.9175527279065716,1.3073034687118703,0.807042008018128
Castle Point,43.2,45.0,2.325845632932247,5.385690425060504,4.785765415686676,17.738691754439788,20.53947801979298,8.108077399415983,11.913283566826873,7.046846416925156,1.740691504471032,0.8885252979741168
Central Suffolk and North Ipswich,42.2,44.0,2.109465810885935,4.417041491888614,4.295749734674281,18.365593571536866,21.17450851569212,7.550411886592206,10.78283721635417,6.769090817203215,1.763784302825087,0.8763329458735534
Chelmsford,38.9,38.0,2.261344665351343,6.224389133404158,7.317119441493398,22.432273486113218,19.13985430262559,5.785210198816209,7.7686295340719385,5.279632721202003,1.4740476551828805,0.7645317954166034
Clacton,47.2,50.0,2.0759380967443386,4.848932157124615,3.941002120455957,13.99852388148877,18.552232336367577,8.436134443936785,14.887709556110076,10.583535420986657,3.069389285254045,1.6670766995864525
Colchester,36.8,35.0,2.882791639812172,9.019427308719271,8.620753153484946,22.237363042077156,17.13470214529049,5.170794586133874,6.838228524076973,4.570481539453089,1.209833348678759,0.672129638154866
Epping Forest,40.6,41.0,2.209625173530773,5.498296243321694,5.628707248327794,21.20861553994363,20.52080265870178,6.339657565941693,8.670228429599092,5.916873501325144,1.8488915064574483,0.994909763998149
Great Yarmouth,42.1,43.0,2.3427942884751793,6.108329821026553,5.891423460838636,17.139714423758956,19.582223958386873,7.430327826721631,11.160911623508127,7.002683059716068,1.8627219178223013,0.9149130832570906
Harlow,38.7,38.0,2.231915193732843,5.832058418237254,6.981109555895533,21.204821891648493,20.0177945596389,5.36115360828098,7.6787864978353575,5.924286318804726,1.3042110174364983,0.6521055087182491
Harwich and North Essex,42.9,45.0,3.3486892618185804,5.85828671712186,4.14171328287814,17.27871010200724,20.990457387298452,7.942305582976856,11.319512997696611,6.898102445980037,1.8613579028189098,0.9948447954370955
Hemel Hempstead,38.8,38.0,2.231439990311251,5.9898671833999435,6.749828428404182,21.410116668685156,20.547212466190302,5.4075330023010775,7.321060918008962,5.473133906584312,1.5845141496104314,0.7417948407411893
