geography,Mean.Age,Median.Age,Percentage.Age.18.to.19,Percentage.Age.20.to.24,Percentage.Age.25.to.29,Percentage.Age.30.to.44,Percentage.Age.45.to.59,Percentage.Age.60.to.64,Percentage.Age.65.to.74,Percentage.Age.75.to.84,Percentage.Age.85.to.89,Percentage.Age.90.and.over
Jarrow,41.1,42.0,2.445351909680519,5.895988469853472,6.004083593562335,18.90343502282008,22.012971414845065,6.623828969493154,9.081191448474659,6.513331731924094,1.6274321402834493,0.6077348066298343
Middlesbrough,36.6,34.0,3.676556757044692,9.635114259841261,7.6077345123315405,18.593725030629095,18.340169392212218,4.8921323176903,7.255100410163533,5.014648697597614,1.1431310925265008,0.5241570340382464
Middlesbrough South and East Cleveland,41.3,43.0,2.3517118048822527,5.670824984379377,5.562019261844742,17.99926744662056,21.52091008984552,7.286751556675932,10.069377114170598,6.154525671686812,1.5222028311033546,0.8241225518712431
Newcastle upon Tyne Central,35.4,32.0,4.9736906705943875,10.162979091287502,9.040163085822847,20.134908691150883,16.62664233187111,4.482725497102239,6.071958417384436,4.327964735892756,1.0972004311955001,0.6916205052672024
Newcastle upon Tyne East,34.9,28.0,6.678592725104353,22.0778541463976,9.187249578926446,16.27174674910293,15.407630585109167,4.264088964211363,5.703585140549645,4.003598740440846,1.1036834782244818,0.5827030306834469
Newcastle upon Tyne North,40.6,41.0,2.4940865834204304,5.925518455360581,6.266571318554376,19.311293250453822,20.51377963584356,6.443698773309863,9.064304967269928,6.5735188954287915,1.6447549370152372,0.7690191979756862
North Durham,41.2,42.0,2.374457603904101,5.642070370498256,5.941323388925336,19.34555666816293,21.595709172105014,6.8724606654926745,10.255170746866476,5.920605872265,1.343185663478471,0.6456959359138151
North Tyneside,40.3,40.0,2.2696536720174043,5.868171929205621,7.088257776209796,20.8129985692166,21.237333646929695,6.393445836028302,8.531781031340037,5.844652202034457,1.3827639599380648,0.6771721448031203
North West Durham,41.7,43.0,2.225382385827028,5.14443274460209,5.832672955633474,19.740770090860735,21.518904894755696,7.175501253813003,10.169454727037854,6.045441222766205,1.6185586035454143,0.7902821350644275
Redcar,41.1,42.0,2.7468986628000645,6.29933945545352,5.856291284034155,17.69085594605169,20.89576284839697,6.543303643351976,10.465143041266773,6.552509839121728,1.5017606849409653,0.6099104697461392
Sedgefield,41.3,43.0,2.3507728894173603,5.312722948870392,5.338882282996433,18.95719381688466,21.730083234244944,7.110582639714626,10.25089179548157,6.057074910820452,1.4482758620689655,0.6444708680142688
South Shields,41.1,42.0,2.636887257880283,6.661482003548254,6.128028774880307,18.4351228522128,21.58116023039347,6.3625537706272635,9.215738692978832,6.616521253068268,1.6878508761270568,0.804432886966243
Stockton North,39.1,39.0,2.7533602077515673,6.858409483554811,6.772570708332881,18.73458433388024,20.58826725196397,5.998935164560538,8.471961144372127,5.7109949691958315,1.3310442993274152,0.5758803907294122
Stockton South,39.0,39.0,2.77373289012523,6.365927874910874,6.3960553139781275,20.379204033059846,20.79194994828123,6.153027305502275,8.34027938178495,5.133715617060164,1.2091145545658135,0.524217439770228
Sunderland Central,40.2,40.0,3.2787705861741006,8.942283626170095,6.532512389247634,18.830655253541572,20.73985082845272,5.829704159783752,8.660960104119738,6.510487060119137,1.359563498022726,0.6677679331230916
Tynemouth,41.6,42.0,2.1314513107666135,4.981824441316741,5.243066454702863,20.662420640144187,21.312487975779423,6.617118439838395,9.507994208122804,6.604967648518109,1.7659150052147146,0.876882106947215
Wansbeck,41.8,43.0,2.3028083028083026,5.482295482295482,5.628815628815629,18.52136752136752,21.804639804639805,6.968253968253968,10.075702075702075,6.628815628815629,1.663003663003663,0.8119658119658121
Washington and Sunderland West,39.7,40.0,2.563784290050666,6.325957187510579,6.195059750166443,19.675238944244462,21.697378665974565,6.996242340807276,8.704679583385053,5.077917828005281,1.0866744151931302,0.4434714903124612
Altrincham and Sale West,40.1,41.0,1.94842169560311,4.489031069147229,5.42079489807539,21.36430930417948,20.821815697114637,5.9436179354184135,8.780321147933037,5.937406176558892,1.6347278731972958,0.8365168597488379
Ashton-under-Lyne,38.9,39.0,2.5120463286326866,6.425445382609079,6.773573228416073,20.356085053711155,20.066531099420892,6.026479819636621,8.660094602360639,4.99867379868264,1.298572123248309,0.6100526059855886
Barrow and Furness,42.2,43.0,2.33715353612681,5.438722896449238,5.392565239907234,18.70060567851755,21.28093125886565,7.312048274153963,11.01704455902551,6.252673766689933,1.5333348343953346,0.9096435728277755
Birkenhead,38.8,39.0,2.5388997725686235,6.561732982053188,6.593258123353374,19.88448287509289,19.986939584318495,5.967258888963949,8.508410457339728,5.1813821522664325,1.259879754103898,0.7464703100722826
Blackburn,35.2,33.0,2.5427521772373796,6.8739160434888005,7.83618969472055,20.85112731477165,16.940491953079835,4.908341569848759,6.599779945172781,4.1838390242992745,1.0713686291330213,0.5175018182496317
Blackley and Broughton,34.0,31.0,2.5434747277750693,7.833577116853567,9.554508189320476,22.09491305054445,15.641872979756938,4.206620076927244,5.803853585423551,3.7939938963829754,1.0302110984704842,0.5272947252469437
Blackpool North and Cleveleys,43.1,44.0,2.1980789293808685,5.297933829789785,5.411854996342531,18.35329951673442,20.23359834994184,6.870045928217674,11.292585530812678,7.7046683694883145,2.1321245697977,1.0336846901943855
Blackpool South,40.7,41.0,2.6247139024930473,6.2978367336893655,6.263381980163906,18.9144291585657,20.693771072773362,6.566091600423301,9.711318386533113,5.954519725346393,1.53938916644107,0.8724435803411021
Bolton North East,38.7,38.0,2.4105868524892955,6.935815632608514,6.807782721853749,20.144194442112333,18.865964234740996,6.149777516581311,8.664259927797833,5.287129544118882,1.323356561161951,0.5918898497187474
Bolton South East,36.6,35.0,2.7303016305149046,6.997749319390252,7.070478736473802,21.01880153714606,17.548428946307997,5.38001120426155,7.780081968018713,4.2723618386782904,1.188241422351519,0.5680757172201637
Bolton West,40.3,41.0,2.2142758905239996,5.562667287326894,5.96891761793426,20.209896004147136,21.304867598362303,6.855474328999291,9.232673529193953,5.307702887128,1.427165874972229,0.6464035208361986
Bootle,39.2,39.0,2.7354264644638344,6.880719966683257,6.559741592093368,19.090087253298663,21.168320653333197,5.770500462168229,8.450060437383824,5.579538644374245,1.1711647655131083,0.6064053469308982
Burnley,39.4,39.0,2.5603326479743624,6.402554589416373,6.605864988111511,19.502865872569178,19.74063566087366,6.7092431569395465,8.72396880276594,5.290664951354828,1.4656727047174904,0.754660632444664
Bury North,39.6,40.0,2.3366736224173907,5.7419340044486225,6.1501066293654985,20.32837258364099,20.289389804856796,6.624779288678942,9.077254695131739,5.25808892659772,1.3105092985392923,0.6661468962828774
Bury South,38.9,39.0,2.308824431225854,5.80527789701764,6.396026246397253,20.69356717973876,20.007767625355164,6.064880112834979,8.559718730197666,5.148095909732017,1.2816581836021341,0.6612702111567629
Carlisle,40.7,41.0,2.8495330255062283,6.524849091057118,6.7644424801405,19.61292873841287,20.336361204480163,6.439944637644075,9.144093325114271,6.209655846195001,1.6387722583421533,0.8362507123832564
Cheadle,42.4,44.0,2.0522285576173056,4.731771090823199,4.4076771804928425,18.671105105303056,21.60223240279929,6.813662480911418,10.501741318128385,7.342100348263626,1.7929534293530207,0.8964767146765104
Chorley,40.3,41.0,2.0941305355412294,5.686175367631567,5.771499599713479,20.70745375637298,20.79488475961741,7.065057093498504,9.641638225255972,5.095226056545738,1.3146252054101883,0.6868073989803227
City of Chester,40.4,40.0,3.230281197913867,8.15205118554761,7.106833700736599,20.09893005000269,19.141889348889727,6.020753803967955,8.972525404591645,6.273455562126997,1.7076186891768375,0.931232861981827
Congleton,42.9,45.0,2.0378425402348848,4.533492822966507,4.483471074380165,19.072422792518488,21.906263592866463,7.81209221400609,11.289691170073946,6.468029578077425,1.680078294910831,0.8982166159199652
Copeland,42.6,44.0,2.1955470942379254,5.2329678208947845,5.417166310219926,18.333312729475466,22.477160623555154,7.539775747610983,10.791064518920521,6.5693340421060435,1.5242734049523432,0.7590461237962196
Crewe and Nantwich,39.6,40.0,2.9150469371964465,6.550698697690895,6.241202188848804,20.084645430731513,19.880489601103747,6.203913452843732,8.965144354019259,5.544835043954097,1.4794306010012026,0.7122148576968612
Denton and Reddish,39.5,40.0,2.4722714139248767,6.236601733619163,6.742240656165532,20.52497902880045,20.33740329946873,6.072327337123683,8.95237207568273,5.410569484574518,1.3083698387547769,0.5895237207568272
Eddisbury,42.4,44.0,2.279495054476662,4.676935293636799,4.399005056461878,18.329382364275453,22.04991066528091,7.645417070521879,11.052981911179101,6.321161234570785,1.5776628169046978,0.8349584856305396
Ellesmere Port and Neston,41.4,43.0,2.3897460679069877,5.626315971143557,5.579142360751556,18.955737346541945,21.55143649396523,6.928767848308078,10.215963089526307,6.279843061452257,1.4002508255381818,0.6857432144788467
Fylde,44.4,46.0,2.08389286324682,4.558439338818761,4.778181995751642,17.43413824254706,21.874160705129768,7.367482969944088,11.612178626364237,8.316038772371023,2.2450374783309326,1.1597529115902043
Garston and Halewood,40.6,41.0,2.5763329477875474,6.411660542288914,6.5099235391056025,18.524622045712764,21.55439778089399,6.1199422704893705,8.805797516812184,6.59385651555319,1.5507129185133628,0.6540630725610818
Halton,39.2,39.0,2.556976682983315,6.603505447655139,6.655087109847886,19.57892520658982,20.604242328543606,6.502447497236696,8.574135480814778,5.320280014737618,1.210590031054266,0.5495026054002842
Hazel Grove,42.8,44.0,2.1143571672160966,4.939815341088502,4.713728164904702,18.153916107764008,21.166306695464364,7.420458994859358,11.135109191264698,7.22468518308009,1.7935407272681343,0.9333990122895433
Heywood and Middleton,39.5,40.0,2.5429764952740292,6.375729108514447,6.282364717885537,19.661385643059273,20.85587233141471,6.357441238185073,8.429745702350473,5.52197431997998,1.414903651798949,0.6391129420370762
Hyndburn,38.7,39.0,2.402317988193829,6.243648236642377,6.55501978506714,20.26617942785478,19.175297857158302,6.2263498172854455,8.644885073626398,5.165740480463597,1.3038683590286937,0.642203818626073
Knowsley,39.0,39.0,2.788951977672986,6.852083533827351,6.437301510922914,18.512173996727938,21.445481666827064,5.628909633336542,8.112789914348955,6.010008661341545,1.1856414204600134,0.4705995573092099
Lancaster and Fleetwood,38.9,37.0,6.198499711482977,12.465089440276977,6.026543566070399,16.422388920946336,17.95152914021927,5.814195037507213,8.993652625504906,5.906520484708598,1.4702827466820543,0.7512983266012695
Leigh,39.3,40.0,2.348612095497927,6.0205637057390025,6.355524918201501,21.21518102469004,20.26563880501374,6.554559841548784,9.245900366030078,4.666155324912376,1.1291591017214093,0.5543850791770634
"Liverpool, Riverside",34.4,28.0,7.288548555516881,20.05221023320571,11.517577445179256,19.525757048381482,13.846153846153847,4.183780020884093,5.43856595892795,3.5468151757744515,0.8197006613296205,0.4490080055690915
"Liverpool, Walton",38.3,37.0,2.7330314772084114,7.529713962297009,7.979232879097914,20.54290565544865,19.976925421219903,5.498715660237711,7.83447254995864,5.164569637337281,1.1003961861639602,0.45060734032826855
"Liverpool, Wavertree",37.6,35.0,3.2458661653970995,10.567097627348335,8.650178686571731,20.127648878154336,18.77902973737992,5.320160435405078,7.167134785412181,5.025081693096251,1.069933661927192,0.531141736155889
"Liverpool, West Derby",38.5,38.0,2.7182256977810177,6.663574008416448,6.987198603885704,19.937705026674177,20.805858378342556,5.321581231982504,7.684151230988435,5.56236676717806,1.2083457591923743,0.5014524448567989
Macclesfield,42.7,44.0,2.0232019556546725,4.571771668739546,5.079984560621006,19.343183085302567,22.209117811039157,7.328344126602908,10.433374790925075,6.626066818201312,1.773384226101128,0.9649611871166961
Makerfield,39.8,40.0,2.4032097105965256,5.773813160628094,5.979511618907965,21.065762408097594,19.713447791287347,7.1098348302478565,10.023217449746442,4.8736278283538015,1.0692246593755728,0.48878841571454756
Manchester Central,31.4,27.0,6.560904069204771,17.85804684126677,13.33770081741435,21.06740318330033,12.069145213882644,2.893706356178253,4.220329645787115,2.537111207063413,0.5561097628158361,0.2962940904962554
"Manchester, Gorton",31.6,28.0,5.9137754276156045,14.412129714563212,9.883271281857589,21.718915807838272,13.478659688123887,3.005449738304646,4.380474468965269,2.8750517095631216,0.659184517707153,0.3273440169787226
"Manchester, Withington",34.3,30.0,2.591420392694432,15.44067249929444,12.971213159698426,23.293553199209775,14.363181873160505,3.565092932306576,4.868362698060719,3.53586259726646,0.9555295730355198,0.5221142603717293
Morecambe and Lunesdale,42.6,44.0,2.2820843264943034,5.1058928184482735,5.206254348049223,18.02401833878859,20.397340419465575,7.127949545521937,11.202855741705918,7.206642108504499,1.9912639850370082,0.9899296328820867
Oldham East and Saddleworth,37.8,38.0,2.4802905483213746,6.273560299603351,6.602297221484041,19.862993474473676,19.553941398214583,6.0284839716144525,8.197753959114577,4.524561766124349,1.2145549748526097,0.6564896014803004
Oldham West and Royton,36.4,35.0,2.664301863257192,6.792313089576673,6.98136742808139,20.181063381928745,17.57815545334061,5.372456536992281,7.653777188742496,4.501247368831372,1.2015670070944102,0.6149138535900834
Pendle,38.9,39.0,2.4091132674507,6.396726736126637,7.044001252068148,19.479720967669813,19.014667084022715,6.680677905468854,8.565487635827036,5.350355497920672,1.4443500424808835,0.6819299736171355
Penrith and The Border,44.0,46.0,2.178798241328774,4.523693209574988,4.258671226184661,17.584269662921347,22.788226673180265,8.132633121641426,11.81485100146556,7.166585246702492,1.8282852955544702,0.8805569125549586
Preston,34.7,31.0,4.819582190335514,12.302173454315255,9.113737075332349,20.3851023422663,16.09622283182106,4.2466765140324965,5.9231905465288035,3.9153829921924457,1.0445241612154463,0.46106773580924243
Ribble Valley,41.7,43.0,2.154154071536898,5.23269609714327,5.0005674256414485,19.09645204221647,21.48789320017745,7.128929422567033,10.509754562617998,6.193192955668582,1.5495878426477112,0.7778889702772132
Rochdale,36.4,35.0,2.6325309586753862,6.846621214229395,7.0349241686378186,20.85895830434581,18.068735216362878,5.425536848940216,7.313204396827605,4.294791521729048,1.0778720838551088,0.4740039886832707
Rossendale and Darwen,39.5,40.0,2.3106826310060646,5.6818535220027995,5.920281967552999,20.773337479914993,21.37977504794485,6.879178976830976,8.459026589954906,4.833877572176437,1.191105582335562,0.6178406675996476
Salford and Eccles,37.2,34.0,3.1995651613140974,10.711587713964587,10.897683931236527,21.319072098465167,17.33735006356752,4.978534446225563,7.005324931365505,4.5473808339321575,1.230814585521346,0.5850054354835738
Sefton Central,45.0,47.0,2.182203389830508,5.121233521657251,4.327919020715631,15.766242937853105,22.842514124293785,7.532956685499058,12.252824858757062,8.973634651600754,1.9891713747645952,0.9227871939736346
South Ribble,41.6,43.0,2.1392406363290917,5.577636051801871,5.384560084624786,19.435971695884813,21.515646342340123,7.305049758141541,10.215567263353567,5.906275995933081,1.5302297398609441,0.7404668741206314
Southport,43.9,45.0,1.993781878934732,5.299786459543488,5.28872218718536,17.057788694526504,21.01437248979321,7.013642247817573,11.112955156504132,8.403314855998495,2.310220068377203,1.3432026642767838
St Helens North,40.6,41.0,2.493835346774695,5.874551897055472,5.997844961561574,19.317640232909923,20.688369008889534,7.211090159348515,9.907996435897967,5.687022109865517,1.3904142232536936,0.5625893615698626
St Helens South and Whiston,40.5,41.0,2.449904129866775,6.244970543529014,6.0105109431038075,19.632017644078406,20.19730371459511,6.50526043891632,9.958572180772325,6.038328183832222,1.2736322362081127,0.6457573740524752
Stalybridge and Hyde,38.9,39.0,2.3610202746893396,6.080226727708742,6.335295400043601,20.93525179856115,20.26269893176368,6.564203182908219,8.518639633747547,4.677349029867015,1.2295618051013735,0.6333115325921082
Stockport,38.1,38.0,2.3157350018229503,6.1239371023322,7.114210780105143,22.81157749891211,19.968951039081702,5.413574511625719,6.993072788643608,4.853752337492796,1.267832570830442,0.7327084337916192
Stretford and Urmston,38.3,38.0,2.3828089398373655,5.961579357765649,6.479052952434962,21.42705242584735,20.177419518172336,5.3833456541332065,7.493746772119211,5.368155626892424,1.300266331810955,0.6167151059757567
Tatton,43.0,44.0,1.922004579591159,4.158411142880871,4.748063165138159,19.589023218289892,21.76254938483989,7.380734870146048,10.333740671752464,7.094807028367364,1.990817089230842,1.0808309703750283
Wallasey,40.1,41.0,2.5133044139349763,6.243012387639194,6.2586646393274,18.87437950002236,21.085819059970483,6.4386655337417835,8.799919502705604,5.912079066231385,1.5104422879119896,0.6931711461920308
Warrington North,39.5,40.0,2.5091111507882324,6.629346832890466,6.529570541837774,20.286095386134246,20.96982554903217,6.2050350267295435,8.880089903689623,5.084389736695619,1.2382762858013086,0.5829035950973082
Warrington South,39.5,40.0,2.1193290660187825,5.397374199878522,5.873942905200206,21.503527542867822,20.57842358547867,6.10475167032659,9.104331168527777,5.095547353174788,1.2325374947437275,0.6251460075690324
Weaver Vale,40.1,41.0,2.103018409918443,5.031817511541646,5.503692192515795,20.431266234871085,21.584863712156444,7.256207534114497,8.881679692374005,5.032951825678603,1.2942524302680385,0.6658423983938112
West Lancashire,40.8,42.0,3.416774792451238,6.805067670917856,5.055012289418442,17.925672753357176,20.571326096817412,6.943257698028418,10.36847157610473,6.036055993333123,1.3913942424338324,0.7014989925841536
Westmorland and Lonsdale,45.5,48.0,1.8946841597254496,4.086083008615451,4.414971579737604,16.971126920006196,21.750735828596625,8.467689081137763,12.692000619645134,8.318735923926644,2.28434561898974,1.2118828870696743
Wigan,39.9,40.0,2.2860676495416086,6.402756237853119,6.594161644319676,20.230079114234673,20.225171283299634,6.37723551699091,9.429906358585761,5.491862816309704,1.277999175484403,0.579124050334714
Wirral South,43.3,45.0,2.063281336431021,4.829074012612015,4.674189622745879,17.98041818785264,20.955028211085295,7.406792786812701,11.527823874322381,7.621141719216727,1.945735147693329,1.0510012169487775
Wirral West,44.2,46.0,1.9404990680402838,4.573104654018986,4.486410726928579,16.539756390064873,22.03904116516638,7.694086029273649,10.916210319467123,8.5422416159748,2.3176176508835558,1.1703680157204988
Workington,42.7,44.0,2.231920676850044,4.934726848129857,5.24354606127892,18.331355359034237,21.557367635236016,7.817464875004785,11.112387223562141,6.565598560545155,1.693401222515728,0.8345775429730868
Worsley and Eccles South,38.4,38.0,2.491297660487331,5.97324536549826,6.9851453088318625,20.81275803448555,19.124908929005098,5.870031571278232,8.409900429045576,5.098963814458026,1.30029142718368,0.6587468631101757
Wyre and Preston North,44.1,46.0,2.1828088261891843,4.92516729969253,4.3147495026225355,17.682899258455418,21.614442032917346,7.5488334237656,11.776541870139265,7.944474588533189,2.0901157533007777,1.0094501718213058
Wythenshawe and Sale East,37.5,36.0,2.3075172139076994,6.211233141751551,8.180162749672794,22.692956998425615,18.586278191923217,5.4259375177829625,6.6778580777328855,4.856882717805725,1.4757487812743033,0.7255448699709782
Barnsley Central,40.0,41.0,2.459341531138437,6.149520498401662,6.567188557295191,20.332734442448142,20.777235924119747,6.240520801736006,9.22253074176914,5.478684928949764,1.3556711855706185,0.5728352427841427
Barnsley East,40.1,41.0,2.417232456819338,5.9280801468474245,6.4621713072516975,19.777959616958224,20.300992989362406,6.1934670588495475,9.572727071676582,5.830771612446646,1.4375124400115002,0.6103898976048832
Batley and Spen,37.9,37.0,2.396685789488318,6.301263218380152,6.950944865105329,21.065996904512556,18.561803167777274,6.1029295915624795,8.158555686336296,4.768348177462256,1.143662128471997,0.6320725864002447
Beverley and Holderness,43.6,46.0,2.209568111641336,4.621646549304247,4.325901271203433,17.76476721337771,22.31423186429803,8.52147411476922,11.556121425993505,6.965553194049004,1.622087660905482,0.8381120423467137
Bradford East,33.1,30.0,2.7420488490599193,7.073449305921631,8.336847654190828,21.353892110349676,15.962045334739061,4.017747320330346,5.327710419961342,3.6628009137234225,0.9198734844491302,0.43050430504305043
Bradford South,36.5,35.0,2.4452213304446304,6.408981239844404,7.373085824018907,20.73661923285243,19.014230144271014,5.293219754788518,6.754640799645477,4.596976709833079,1.1039440642079865,0.5022403860357477
Bradford West,32.0,28.0,3.499446676135621,9.733271756084385,9.262728627321128,21.361786669687437,13.89932119796795,3.5682853931213563,4.726344315577592,3.3443417188766222,0.8574341457463772,0.44091633917445816
Brigg and Goole,42.0,44.0,2.137107005282218,5.146125988974235,5.240698452240906,18.762254053929368,21.9419648005905,7.4585380481166235,10.385671118492375,6.282148870897054,1.5927386801374759,0.8269323922219916
Calder Valley,41.0,42.0,2.161012422179272,5.006750128689504,4.96790046716718,20.52136245762959,22.50852264449646,7.256145530832063,9.169491360806518,5.319489903944212,1.46171851477744,0.7750507473703636
Cleethorpes,42.1,43.0,2.350603143397476,5.381812742405949,5.234365817956471,18.420180996442042,21.215261825136494,7.2377207697156845,10.653574519461925,6.736614917782314,1.6870919833748248,0.8376694838289188
Colne Valley,39.9,41.0,2.202360784241902,5.3845660754022395,5.781998333348596,20.624353256838308,21.262625800130035,6.677594527522642,8.707795716156445,5.349767859268688,1.348888746440051,0.661166106537486
Dewsbury,38.0,38.0,3.1027966055495995,6.290999618396903,5.957551198415438,20.231324162744635,19.078337664225618,6.191055950282568,8.443422798059276,4.73006123821119,1.1938725445657903,0.6087477966964074
Don Valley,40.9,42.0,2.3720831091848438,6.155032937140305,6.105297347773571,18.60009541113062,20.923457942976626,6.863511332609291,9.87505201936643,6.245369007622741,1.4413170796073933,0.631337481349154
Doncaster Central,39.1,38.0,2.325869461648404,6.751786565030968,7.658885183420676,20.356360171510243,19.847546450690807,5.736064792758457,7.916150547879942,5.6188661267270135,1.5054787994282992,0.7508337303477847
Doncaster North,39.5,40.0,2.4845599458208243,6.334718136883283,6.25284289049944,18.769647532118345,20.6406485328158,6.13053542367913,9.170027594990447,5.670618916214331,1.3605442176870748,0.6226561947215736
East Yorkshire,44.6,47.0,2.0941052233081283,4.30775974575849,4.364545662851051,17.21011785568407,21.29471890971039,8.618508223995537,12.987038863484662,7.466849975592019,2.015401934706158,1.0111878219113941
Elmet and Rothwell,42.4,44.0,1.990504200837156,4.537104885418026,4.792066089156118,19.797637091836222,20.593638015317747,7.285466207602662,11.353803840478605,6.818706523593949,1.567911024562601,0.8170803930819188
Great Grimsby,38.5,38.0,2.7480933331822355,7.473680631891481,7.049850979681108,19.119930192763164,19.658216515757623,5.880353115827884,7.971170517774781,5.434992010697733,1.3542150652176377,0.7116711807168841
Halifax,38.2,38.0,2.48946611807862,6.212263917116938,6.914192237148664,20.63054577901155,19.141426659396224,5.82263421404848,8.082089922173202,5.064194715709116,1.3146284637882317,0.6592970802557875
Haltemprice and Howden,43.4,45.0,2.958686835594618,4.730057953659666,4.15278075893311,18.322620002485344,21.840508817316056,7.835605915114269,11.193077192467154,7.328370180413245,1.7532959025745884,0.9218359900134434
Harrogate and Knaresborough,41.8,43.0,1.994394773718594,4.835494503325636,5.644699705922988,20.15217005151282,21.212031499792765,6.309826909033493,9.392701363806816,6.7440345787198765,2.0131446503641426,1.1309136124104446
Hemsworth,40.7,42.0,2.3517109657593442,5.822725381192714,5.992381480809654,18.96840555276945,20.91678314962814,6.626191060510675,10.178298957521955,5.972108110415177,1.3497796604743968,0.6188713067787749
Huddersfield,37.8,36.0,2.999076561450638,9.67826561450638,7.45466756212223,20.330339153794494,17.778290799194092,5.408411685695098,7.79675957018133,5.140824378777703,1.358923774345198,0.6642461383478845
Keighley,39.8,40.0,2.290272774060731,5.2979927946474525,5.802367472979928,19.70869788986104,19.8363355635615,6.4251158003088005,8.72156459083891,5.943386515697375,1.7735460627895008,0.9068450849202264
Kingston upon Hull East,38.9,38.0,2.706200985457433,7.13314552356505,7.061357233757899,19.76353372418069,19.991951009930713,6.012813122029216,7.595418601868671,5.673450297486323,1.4542567192751559,0.6917780654143598
Kingston upon Hull North,35.3,32.0,3.8549565987786485,12.735595329754359,8.202461687743241,19.97299948319323,16.914347188676658,4.840053579150538,6.308206680518494,3.9889044751247194,0.9291974729203801,0.4229377827934988
Kingston upon Hull West and Hessle,39.1,38.0,2.5314212814212813,7.401719901719901,8.065583065583064,21.284965034965033,19.553250803250805,5.469192969192969,7.915564165564165,5.616849366849367,1.4328576828576827,0.7016632016632017
Leeds Central,32.4,27.0,6.227563837232929,17.185818463691984,11.607727447188001,20.084740022727786,13.111373676407503,3.4091678770592355,4.725422759394026,3.1856528970401197,0.7315035709716504,0.4011228429299277
Leeds East,36.8,35.0,2.717293503689041,6.44232499550117,6.98112608368883,20.432099418856982,17.925457028231484,5.178418317119902,7.53157120325186,5.168891382358233,1.1771057172194055,0.5620891509384031
Leeds North East,38.7,37.0,2.3548668703622875,5.697293758184199,7.980139676996945,22.89829768659974,18.897861195984287,5.232431252728066,7.077695329550416,5.616542994325622,1.5910082933216936,0.9177215189873418
Leeds North West,37.4,32.0,6.339052393846591,19.244185359047428,6.644121507372504,15.970013361554198,16.172210332146953,5.4664128365515365,7.223516335386834,5.367088008891937,1.5277104444786038,0.8147000744936208
Leeds West,36.7,34.0,3.3079757774281835,9.463827769756266,10.055384350149774,21.967329698510873,17.114195202896365,4.787405986681895,6.430618709997199,4.747537874706377,1.1981983923453225,0.5915565803935091
Morley and Outwood,39.7,40.0,2.09756148114371,5.305048034572455,6.637787196998746,22.38711616386681,20.97043308841056,6.336210916854072,8.51978900023836,5.017980578902097,1.2311773911060906,0.5772439451566436
"Normanton, Pontefract and Castleford",39.9,40.0,2.3816409347450906,6.4322029945426555,6.581463687672,19.93749708475209,20.69686086104762,6.24935864545921,9.052661038294696,5.497457903820141,1.4002518774196557,0.7183170856849667
Penistone and Stocksbridge,42.8,44.0,2.1348069845564717,4.598663165980669,4.629619013769619,19.584733034475644,21.873172745095793,7.624310659130256,11.129200536568028,6.4617465977230255,1.5684296213067952,0.8495660448745143
Pudsey,40.2,40.0,2.2058409768724325,5.205109447977041,6.8122221596983845,22.003263744302515,19.795171909290417,6.3462945247875755,8.745709301671262,6.006414945698047,1.514827527995048,0.7517866186483596
Richmond (Yorks),41.9,43.0,2.747411487311395,6.6169001220864665,5.691466062758035,17.393127743450666,20.85441887773646,7.3885611504086635,10.849852284694457,6.490153866226783,1.619742593265673,0.8480815649434768
Rother Valley,41.3,42.0,2.2249704041941483,5.480509047860646,5.3811516996448505,19.101978691019784,20.9274057162185,7.009978014544224,10.69676982918992,5.9857517334686285,1.4597074243192965,0.687045492981566
Rotherham,38.7,39.0,2.711350435354583,6.533105900977736,6.743815289251591,19.626074450650524,19.759858189237097,5.904322329620835,8.574422778911224,5.23540363668796,1.2519928202726958,0.6410470807273376
Scarborough and Whitby,43.7,46.0,2.531853509789628,5.89431102988737,5.09142804340907,16.31125576237949,21.280505960020125,7.906652019014569,11.666444214006304,7.513424162465735,2.0308216716804073,1.143748909126377
Scunthorpe,39.4,39.0,2.4187299983156474,6.454438268485767,6.928302734265341,19.31615293919488,19.840547975969905,5.9940486216383135,8.833866711582731,5.729043849306608,1.5103026219751838,0.6905844702711808
Selby and Ainsty,41.1,43.0,2.2283021419580344,5.108866395497623,4.896647143882572,19.44927023624996,22.6991375992177,7.284113724551895,9.443756696869766,5.485451538069428,1.4012712349287921,0.7614926087363593
Sheffield Central,32.0,26.0,8.361090871239721,24.322542590472228,10.893966205197598,18.506470976024428,11.464730578397695,3.0984351688005276,4.534887755456092,2.9171437493494325,0.8257867527150341,0.4840220672426356
Sheffield South East,39.7,40.0,2.5646268753094126,5.569426806431477,5.986999289696291,20.92059665511526,19.17174282700876,5.7696033061408984,9.18659463182591,5.9062829591682995,1.588497384790891,0.7834865149917131
"Sheffield, Brightside and Hillsborough",36.1,34.0,2.6404950578220814,6.639039005404195,7.240127311249872,21.156628305285658,17.306489700295877,4.523096164795266,7.448268137652955,4.821773583849018,1.1191069545170291,0.60202167278022
"Sheffield, Hallam",40.7,41.0,5.5049465061103895,8.166211558261336,4.742826447020905,17.87680737723264,19.668516943462105,6.318546040556873,9.56399122610681,6.653162630377367,1.6999418058104658,0.950132056045481
