Constituency Name,Percentage.Con,Percentage.Lab,Percentage.LD,Percentage.Other
Leicester West,27.15877048493816,38.3734889304559,22.633239342248526,11.834501242357408
Leicestershire North West,44.55458885124731,30.097012627040343,16.62881121034801,8.719587311364336
Leicestershire South,49.471389046668016,20.87326163035711,21.0271726185023,8.62817670447258
Leigh,20.94198321754038,48.03527925651899,18.156185148425514,12.866552377515115
Lewes,36.73734227759144,5.007187350263536,52.00447212905287,6.250998243092158
Lewisham Deptford,13.466763706938378,53.692382338670555,23.36972343522562,9.471130519165454
Lewisham East,23.61034540616985,43.06431122510127,28.16462523071023,5.160718138018649
Lewisham West & Penge,25.51523496491072,41.087767611264105,28.1447099582482,5.252287465576974
Leyton & Wanstead,22.231629273637292,43.604173410692496,27.627679972110858,6.5365173435593515
Lichfield,54.39559373969707,19.839807613986775,20.1016232569866,5.662975389329558
Lincoln,37.538549025611864,35.22451389952101,20.244526585157804,6.992410489709323
Linlithgow & Falkirk East,11.945578231292517,49.823129251700685,12.806608357628765,25.424684159378035
Liverpool Riverside,10.935285173062551,59.271668255972784,22.74425916857813,7.048787402386536
Liverpool Walton,6.526867627785059,71.96446774428425,14.244939566040484,7.2637250618902
Liverpool Wavertree,7.464261222767315,53.09911905892283,34.195811573561215,5.240808144748642
Liverpool West Derby,9.252738654147105,64.14319248826291,12.536329085624862,14.067739771965124
Livingston,10.766693802575825,48.45847162210116,11.096499467718706,29.678335107604315
Llanelli,14.364272176396787,42.4868529937802,10.416166146125304,32.732708683697716
Loughborough,41.58181611718839,34.49600666187214,18.310685491502326,5.611491729437147
Louth & Horncastle,49.63956113597655,17.348595872776965,22.168970570760884,10.842872420485602
Ludlow,52.77846179102027,6.714273988344415,32.7731264877288,7.734137732906509
Luton North,31.78204472546376,49.26309916779022,11.120926123948115,7.833929982797899
Luton South,29.363274587834,34.880140231191966,22.662023877202955,13.094561303771082
Macclesfield,46.95059829401306,20.30404123134701,23.060788269841588,9.684572204798338
Maidenhead,59.450856291883845,7.064408041697693,28.235294117647058,5.249441548771407
Maidstone & The Weald,48.01136363636363,9.746975147155004,35.97531066056246,6.266350555918901
Makerfield,18.756711064403373,47.29158575312422,16.17966233350849,17.772040848963925
Maldon,59.841319553189265,12.673556738699238,19.321432299822526,8.163691408288965
Manchester Central,11.781501239762566,52.74375735717685,26.59854233977008,8.876199063290505
Manchester Gorton,11.021526418786692,50.12654924983691,32.63666014350946,6.215264187866928
Manchester Withington,11.114565521529613,40.45213297506162,44.658124403188914,3.7751771002198486
Mansfield,26.32709990701519,38.74987085442711,15.433412542618038,19.489616695939663
Meon Valley,56.243413091845895,6.374175416682931,32.579335649322765,4.803075842148406
Meriden,51.67746635481768,20.518768452129905,17.786894674283964,10.016870518768451
Merthyr Tydfil & Rhymney,7.519640852974187,43.66816311260756,31.023194912083802,17.789001122334454
Middlesbrough,18.780451352563144,45.885517859811685,19.913316395157672,15.420714392467493
Middlesbrough South & Cleveland East,35.61907647033367,39.24784697277881,15.882632968364566,9.250443588522957
Midlothian,11.877580143723561,47.01340400591204,17.101574843280158,24.007441007084246
Milton Keynes North,43.45865498812351,26.829720902612824,22.071704275534444,7.639919833729217
Milton Keynes South,41.62796161422659,32.228507400647,17.68745594852981,8.456075036596605
Mitcham & Morden,25.24373815558143,56.44678859282599,11.877525857935476,6.431947393657101
Mole Valley,57.54914954716147,7.002429865252926,28.734997422870183,6.713423164715411
Monmouth,48.294245362110104,25.88404737849051,19.40282465229261,6.418882607106774
Montgomeryshire,41.33321503563718,7.118563865968711,37.831603229527104,13.716617868867004
Moray,26.053555750658475,17.088576724222026,14.525412154911715,42.33245537020778
Morecambe & Lunesdale,41.52085827424256,39.52712036099088,13.332258955704946,5.619762409061608
Morley & Outwood,35.33649909939414,37.590060586212545,16.755362698542655,10.318077615850662
Motherwell & Wishaw,9.355110804386166,61.114945172916194,9.815198220995322,19.714745801702325
Na h-Eileanan an Iar (Western Isles),4.396276415030237,32.873547598015904,7.453964802609228,55.27621118434464
Neath,13.056947362749852,46.25828349765638,14.910295781477293,25.774473358116477
New Forest East,52.84794947637701,9.822927492205611,30.250219841713964,7.078903189703413
New Forest West,58.81611031699319,9.80829059110401,23.299419826788867,8.076179265113932
Newark,53.857265557898025,22.327633325525102,20.00078082298743,3.8143202935894434
Newbury,56.421853931625385,4.27554660431139,35.516905903838605,3.785693560224616
Newcastle-under-Lyme,34.36132527609919,37.95466648144289,19.60130582760297,8.082702414854946
Newcastle upon Tyne Central,19.354744269110284,45.946658078871096,24.088766577861055,10.609831074157567
Newcastle upon Tyne East,16.035940803382665,45.039640591966176,33.27167019027485,5.652748414376322
Newcastle upon Tyne North,18.126791971965595,40.845583215764805,33.0769580849224,7.9506667273471985
Newport East,22.985369252206223,36.99489084997678,32.20506270320483,7.814677194612169
Newport West,32.33887210473313,41.26132930513595,16.583585095669687,9.816213494461229
Newton Abbot,43.02549551602013,7.0148913696332045,41.94229853157426,8.017314582772403
Norfolk Mid,49.48882103811682,17.44705998227125,22.19442529301684,10.869693686595095
Norfolk North,32.07345804554882,5.831537826463422,55.48418275910675,6.610821368881013
Norfolk North West,54.21757322175732,13.290794979079498,23.234309623430963,9.257322175732217
Norfolk South,49.33900678268143,13.187132907824633,29.445565799283546,8.02829451021039
Norfolk South West,48.32756866734486,18.553407934893183,21.593082400813834,11.525940996948119
"Normanton, Pontefract & Castleford",24.468522243128096,48.21254784921819,16.403901468457363,10.915028439196348
Northampton North,34.106428943905044,29.298999279878824,27.93573539271436,8.658836383501775
Northampton South,40.83585612396737,25.43229514084868,19.44430191390015,14.2875468212838
Northamptonshire South ,55.23626648856237,17.331774920687927,21.043579896476874,6.388378694272834
Norwich North,40.589105771263476,31.426021187137387,18.28153994315646,9.703333098442675
Norwich South,22.926962629597693,28.706020903871632,29.35795251414271,19.00906395238796
Nottingham East,23.695337037931868,45.36723846339696,24.320488040589513,6.616936458081662
Nottingham North,24.81551698993729,48.55184483010063,17.059938748723933,9.572699431238151
Nottingham South,32.94270514109196,37.287013655642454,23.060138762901765,6.710142440363824
Nuneaton,41.51771715271245,36.88348340276845,15.33396048918156,6.264838955337544
Ochil & South Perthshire,20.491787037587432,37.90643761516971,11.401058075254117,30.200717271988747
Ogmore,15.578643578643577,53.8066378066378,15.18037518037518,15.434343434343434
Old Bexley & Sidcup,54.13039655324013,19.27371845599226,15.37852809285149,11.217356897916117
Oldham East & Saddleworth,26.444294699011678,31.864330637915543,31.6329739442947,10.058400718778076
Oldham West & Royton,23.656490328594735,45.45094383593568,19.093451409927756,11.799114425541832
Orkney & Shetland,10.503463248216685,10.653365036700094,61.971466969916264,16.87170474516696
Orpington,59.70027192247143,8.995931385577887,24.534358324303327,6.76943836764736
Oxford East,18.832162010416063,42.47352422992778,33.604383264602816,5.089930495053339
Oxford West & Abingdon,42.32648725212464,10.621458923512748,42.01487252124646,5.037181303116147
Paisley & Renfrewshire North,14.599492072208111,54.02567094515752,10.517766032900909,20.85707094973345
Paisley & Renfrewshire South,9.947997399869994,59.60798039901996,9.530476523826191,20.913545677283864
Pendle,38.87667887667888,30.917970917970916,20.190920190920192,10.014430014430015
Penistone & Stocksbridge,31.206466592140337,37.76120044715797,21.06801960615702,9.964313354544672
Penrith & The Border,53.387894515048686,12.939428216559095,28.45609599219287,5.216581276199348
Perth & North Perthshire,30.535758680699427,16.414601806579928,12.335294605121405,40.714344907599234
Peterborough,40.361030115520734,29.54125581498876,19.622943886749617,10.47477018274089
Plymouth Moor View,33.34055772287242,37.16466791889418,16.89543900207099,12.599335356162406
Plymouth Sutton & Devonport,34.28714630701235,31.669476466031803,24.670797831138653,9.372579395817196
Pontypridd,16.176270077172695,38.77723541763246,31.182678410733278,13.863816094461564
Poole,47.499789189645,12.735053545830171,31.602580318745254,8.162576945779577
Poplar & Limehouse,27.085653104925058,39.99785867237687,11.154175588865096,21.762312633832977
Portsmouth North,44.27444580443357,27.752844643909512,20.11423908608731,7.858470465569608
Portsmouth South,33.251744862349746,13.668088406359056,45.85352849941838,7.226638231872819
Preseli Pembrokeshire,42.78571789303571,31.157517297106207,14.542194838644512,11.514569971213575
Preston,21.719735425319183,48.201815105368404,24.411628980156898,5.666820489155514
Pudsey,38.453232280015484,35.07324328178799,20.830022614754597,5.643501823441925
Putney,52.03628785092559,27.387519921539784,16.935147725879613,3.6410445016550206
Rayleigh & Wickford,57.80524616472117,14.475670099153659,15.129052595380472,12.590031140744703
Reading East,42.550765229568874,25.465639691907572,27.336200860258074,4.64739421826548
Reading West,43.17904481380181,30.547022932884495,20.08415737428992,6.1897748790237745
Redcar,13.797869551747969,32.74551390510688,45.170745656888215,8.28587088625694
Redditch,43.477668226634556,30.253532645735838,17.606433731655233,8.662365395974374
Reigate,53.39949577814238,11.348993557165153,26.205530433390695,9.045980231301773
Renfrewshire East,30.415583908090895,50.7747015494031,9.222172290498428,9.58754225200758
Rhondda,6.414134912461381,55.300592173017506,10.649459320288363,27.63581359423275
Ribble Valley,50.29548453726548,22.04945780021803,20.525178342609063,7.129879319907434
Richmond (Yorks),62.796749794053774,15.258743353553509,19.10619336478694,2.8383134876057814
Richmond Park,49.70810555443072,5.026321117635149,42.80556117972599,2.460012148208139
Rochdale,18.09092295292657,36.37571612172435,34.43919228004444,11.094168645304638
Rochester & Strood,49.20472785641325,28.45677596881449,16.259823643451252,6.078672531321006
Rochford & Southend East,46.8617136268646,20.318993058057696,19.41822199803031,13.401071317047391
Romford,56.003528323400964,19.52840945762785,11.9876938964308,12.480368322540393
Romsey & Southampton North,49.74560166738185,6.36711007580866,41.2533970861685,2.633891170641002
"Ross, Skye & Lochaber",12.228026867213963,15.112807853493312,52.629312819335205,20.029852459957517
Rossendale & Darwen,41.7819555253777,32.24834493294856,18.122984213206585,7.846715328467154
Rother Valley,28.403695624278196,40.94914239274562,17.34676419008512,13.300397792891056
Rotherham,16.74132138857783,44.63552498266944,15.98144296912494,22.641710659627794
Rugby,44.031768770540154,31.391674391168788,19.87444172916491,4.702115109126148
"Ruislip, Northwood & Pinner",57.4962653122199,19.531919131560603,16.62185041330545,6.349965142914052
Runnymede & Weybridge,55.89823468328141,13.387331256490134,21.611630321910695,9.102803738317757
Rushcliffe,51.16694916832753,20.727550431203085,21.71661668560359,6.388883714865797
Rutherglen & Hamilton West,9.663480981673441,60.80330346310211,11.996338945531173,17.53687660969328
Rutland & Melton,51.119159724737415,14.293734154291924,25.766026801883374,8.821079319087287
Saffron Walden,55.46359138479649,9.726130699479482,27.429233570600893,7.38104434512314
St Albans,40.75518122456705,17.579256174884073,36.392542821993,5.273019778555881
St Austell & Newquay,39.96147169651552,7.1679579999153225,42.73889665100131,10.131673652567848
St Helens North,22.309004398958614,51.71245174611725,20.18134482449053,5.797199030433611
St Helens South & Whiston,17.81428354419392,52.87211649052755,22.226080163190904,7.087519802087629
St Ives,38.97998736961303,8.168376124213323,42.72337274885129,10.128263757322358
Salford & Eccles,20.4584306455108,40.100642862302266,26.316423085257508,13.12450340692943
Salisbury,49.21309378931953,7.611229141313092,36.90724201233473,6.268435057032653
Scarborough & Whitby,42.831053934499415,26.334158516293982,22.509232579846596,8.32555496936001
Scunthorpe,32.64837716692769,39.531241561808066,18.2912998865907,9.529081384673542
Sedgefield,23.482173934662622,45.10218288498831,19.971657301974044,11.443985878375019
Sefton Central,33.93310360481192,41.90206962012257,19.92447846810969,4.240348306955822
Selby & Ainsty,49.416176925456234,25.70561398082277,17.746674914939682,7.131534178781318
Sevenoaks,56.824805699481864,13.238746761658032,21.375080958549223,8.561366580310882
Sheffield Brightside & Hillsborough,11.481728940741123,54.993061623066254,19.961967415326104,13.563242020866525
Sheffield Central,10.14276068293624,41.32825311083245,40.93035593710813,7.59863026912318
Sheffield Hallam,23.54551676933607,16.09074019751638,53.43502493399824,6.92871809914931
Sheffield Heeley,17.325242837219545,42.59499400552959,28.386875779892833,11.692887377358028
Sheffield South East,17.392774343122102,48.707979134466775,23.338485316846985,10.560761205564143
Sherwood,39.24296278138661,38.805817706418274,14.877231686889733,7.073987825305389
Shipley,48.5605033686042,28.441944686102737,20.009306654257795,2.988245291035264
Shrewsbury & Atcham,43.94947685927043,20.57686869638986,28.973513054953344,6.5001413893863695
Shropshire North,51.46040987873296,18.13414563612177,20.945073165088974,9.460371320056296
Sittingbourne & Sheppey,50.04940508048911,24.558442093128576,16.351023096875128,9.041129729507185
Skipton & Ripon,50.59023463197134,10.046780206125284,32.40808420437102,6.9549009575323435
Sleaford & North Hykeham,51.60255333445322,16.883924071896523,18.165630774399464,13.347891819250798
Slough,34.26961585187047,45.838046164802485,14.54275061790457,5.3495873654224795
Solihull,42.554735257305595,8.871918590941247,42.87217254076802,5.701173610985144
Somerset North,49.27253585543915,11.128561812878617,35.70356051845843,3.895341813223797
Somerset North East,41.26711325508271,31.6700193348046,22.32876979864461,4.734097611468078
Somerton & Frome,44.506038408235995,4.413317494885502,47.50379462812644,3.5768494687520622
South Holland & The Deepings,59.05594962939348,13.99537738104726,15.45987088547063,11.488802104088627
South Ribble,45.46620544910412,34.67293715262933,14.129970072680633,5.730887325585915
South Shields,21.594829946875514,52.01544443835917,14.209430965551235,12.180294649214087
Southampton Itchen,36.328019454201566,36.76033504458254,20.841214086282985,6.070431414932901
Southampton Test,33.01423495598253,38.475117115893816,22.32557086926019,6.185077058863467
Southend West,46.06246846764207,13.415585011236985,29.390450855386874,11.131495665734073
Southport,35.841122563247026,9.40649496080627,49.608062709966404,5.1443197659803
Spelthorne,47.0594452900389,16.465837984102823,25.879418231016405,10.595298494841874
Stafford,43.884233364517605,33.01618264694759,16.3438762714226,6.755707717112204
Staffordshire Moorlands,45.174027159648524,29.907565902088322,16.747689147552208,8.170717790710944
Staffordshire South,53.199841395717684,20.309278350515463,16.706978588421887,9.783901665344965
Stalybridge & Hyde,32.88974779226498,39.60224075931407,17.03808801585166,10.46992343256929
Stevenage,41.41228639896083,33.399028017289645,16.644644016931313,8.544041566818212
Stirling,24.025960163104973,41.75401891505305,14.510791827672339,19.70922909416964
Stockport,25.334798609691266,42.67276630545901,24.989777141688815,7.002657943160908
Stockton North,25.94308572585954,42.845207352271004,16.05650919033875,15.15519773153071
Stockton South,38.93286134754594,38.2726115663034,15.114151618805186,7.680375467345478
Stoke-on-Trent Central,21.04404065291038,38.82044964582691,21.678472436094857,18.45703726516785
Stoke-on-Trent North,23.833217235545824,44.32033038113245,17.71320529405911,14.133247089262612
Stoke-on-Trent South,28.39506172839506,38.75840610257954,15.86620495834588,16.980327210679512
Stone,50.58332803997544,20.68644265176057,22.439602786423595,6.290626521840395
Stourbridge,42.6662996993691,31.733497057204556,16.371681415929203,9.228521827497142
Stratford-on-Avon,51.545249495469115,9.51485892920739,29.096592932610505,9.843298642712991
Streatham,18.31458035313961,42.78028054743045,35.822106454298954,3.083032645130986
Stretford & Urmston,28.692941438432417,48.58828768648408,16.924961033177468,5.793809841906034
Stroud,40.84487606299484,38.60417780691011,15.446845945526366,5.104100184568678
Suffolk Central & Ipswich North,50.776862598277795,16.166229876450767,24.970048670909772,8.086858854361664
Suffolk Coastal,46.4084673819977,16.05304865829887,29.77975333831272,7.758730621390705
Suffolk South,47.747782791348996,14.330169597012604,30.848374046989264,7.073673564649137
Suffolk West,50.556260267420825,14.741416956060638,23.419077127825492,11.283245648693049
Sunderland Central,30.07324023267315,45.910557426465395,16.934743188187362,7.081459152674093
Surrey East,56.747803806735,9.013543191800878,25.86566617862372,8.37298682284041
Surrey Heath,57.64071613888531,10.215835280696266,25.82847259278341,6.314975987635012
Surrey South West,58.68946366510068,5.971113711381617,30.190887022127527,5.148535601390174
Sussex Mid,50.718825530391186,6.604601199534509,37.46665473099991,5.209918539074389
Sutton & Cheam,42.36002308897501,6.959676754349799,45.67494021604684,5.00535994062835
Sutton Coldfield,53.97023068255945,20.356203917847754,18.021704323074186,7.651861076518611
Swansea East,14.76006855184233,51.47202840004896,18.303953972334437,15.46394907577427
Swansea West,20.810271682634227,34.65569072570449,33.23968195993594,11.294355631725338
Swindon North,44.553136494681375,30.5159558604235,17.234317526593102,7.6965901183020184
Swindon South,41.781446974681124,34.26006494195548,17.62558628154248,6.332901801820921
Tamworth,45.7814184091399,32.65358913558957,16.2017676223324,5.363224832938133
Tatton,54.57982357232871,17.25144259468064,22.550905352523714,5.617828480466936
Taunton Deane,42.197764402407564,5.102321582115219,49.06448839208942,3.6354256233877904
Telford,36.30113773904623,38.66860324376664,15.490196078431373,9.54006293875575
Tewkesbury,47.204462482163045,11.587998739830619,35.510831897110876,5.696706880895461
Thanet North,52.663636573379776,21.45213760007383,19.38029208868791,6.503933737858477
Thanet South,47.98946291337383,31.406613981233534,15.098077634815926,5.50584547057671
Thirsk & Malton,52.873472812123126,13.55198993235803,23.297152745005505,10.277384510513345
Thornbury & Yate,37.150085016381205,7.019035375108862,51.90561108115954,3.925268527350392
Thurrock,36.814997490233736,36.614216189083606,10.695969097138866,15.874817223543792
Tiverton & Honiton,50.30422268371771,8.939046161693446,33.32604656246584,7.430684592123001
Tonbridge & Malling,57.923763495342406,12.620337529718986,22.498733289160853,6.957165685777761
Tooting,38.52334419109663,43.506070476754516,14.823808113710394,3.146777218438456
Torbay,38.70757976021134,6.565738671001829,46.994513310302786,7.732168258484048
Torfaen,20.034537725823593,44.758235919234856,16.641870350690755,18.565356004250795
Totnes,45.85832828208933,7.395021215224798,35.56006103296198,11.186589469723888
Tottenham,14.904023398136998,59.301496792587315,17.688696635288913,8.105783173986778
Truro & Falmouth,41.72613188976378,9.6313156167979,40.83415354330709,7.808398950131233
Tunbridge Wells,56.24403815580287,10.82670906200318,25.29014308426073,7.639109697933227
Twickenham,34.06339478575375,7.674017514777047,54.391252658193935,3.871335041275263
Tynemouth,34.406090985038354,45.30265056580846,14.895192526771476,5.396065922381712
Tyneside North,18.34716086628596,50.65186941062385,22.887619868548647,8.113349854541536
Uxbridge & Ruislip South,48.26958913834413,23.387168337918183,19.955186795634038,8.388055728103646
Vale of Clwyd,35.2000900545956,42.26093319074689,12.585129734901784,9.953847019755727
Vale of Glamorgan,41.79628906651324,32.94634968253642,15.21153964698872,10.045821603961617
Vauxhall,21.534578963209928,49.77425852608182,25.114028385543286,3.577134125164965
Wakefield,35.64260642606426,39.271892718927184,16.32616326163262,8.759337593375934
Wallasey,31.37993950160849,51.80294809622124,13.667354875882268,3.149757526287991
Walsall North,34.2526321607207,36.988421256252245,13.137314505209051,15.621632077818001
Walsall South,35.360305268822465,39.65314808473167,14.382857981507755,10.603688664938113
Walthamstow,13.987412792115919,51.84173293652729,28.72127628433429,5.449577987022492
Wansbeck,17.542392809552425,45.8495545162386,27.478901575523214,9.129151098685757
Wantage,51.97635824710246,13.94188956532543,27.931701602740453,6.15005058483165
Warley,24.78181343088581,52.887379148157834,15.492552913509275,6.838254507447086
Warrington North,30.227771369116287,45.542964420619306,20.800253330619075,3.429010879645337
Warrington South,35.79290738783394,32.96278747676495,27.506651601851512,3.737653533549586
Warwick & Leamington,42.57627671724588,35.41156795562082,18.308451623429598,3.7037037037037033
Warwickshire North,40.184068549666776,40.069819105046015,11.596318629006666,8.149793716280545
Washington & Sunderland West,21.848716987196656,52.53924037070766,17.094337601114265,8.517705040981411
Watford,34.94239965222432,26.717142443124185,32.361251992464865,5.979205912186639
Waveney,40.22408634950431,38.720400461469275,13.318081382843511,7.737431806182907
Wealden,56.559151521766815,9.579945059942876,25.306991213229274,8.553912205061035
Weaver Vale,38.538304160036375,36.28551943623551,18.631507160718343,6.544669243009775
Wellingborough,48.23367724202009,25.41762644935251,17.127039739842434,9.221656568784963
Wells,42.531863096090504,7.514678504940569,43.963912358585134,5.9895460403837895
Welwyn Hatfield,56.95907865719187,21.38160581556808,16.356285224209753,5.303030303030303
Wentworth & Dearne,17.56519260912934,50.624614069253795,16.118842920248895,15.691350401367977
West Bromwich East,28.88274044795784,46.5270092226614,13.156785243741764,11.433465085638998
West Bromwich West,29.338420281440936,44.9614331923364,11.987503801387852,13.712642724834812
West Ham,14.670614044429298,62.66533194181167,11.484313433153712,11.179740580605312
Westminster North,38.51457144300217,43.88352947118541,13.9224203242588,3.679478761553614
Westmorland & Lonsdale,36.18777555499447,2.2491114261852507,60.0073805038165,1.5557325150037873
Weston-Super-Mare,44.30533424387283,10.94923742317323,39.20062220198801,5.544806130965931
Wigan,24.73266878115088,48.491164476665155,15.398731309469868,11.377435432714092
Wiltshire North,51.56984743013203,6.651060596726833,36.20402883016078,5.5750631429803486
Wiltshire South West,51.65653433432617,11.450895589375332,30.507160634868825,6.38540944142968
Wimbledon,49.07057706509125,22.259732039244646,25.000527481801875,3.669163413862222
Winchester,48.530068805289964,5.4525958359395945,43.082834420516484,2.934500938253954
Windsor,60.845365814309915,9.901589094135678,22.420746954908445,6.832298136645963
Wirral South,39.45521976645116,40.78584673983862,16.566431113115822,3.1925023805943966
Wirral West,42.48196688001625,36.294828812353956,16.83937823834197,4.383826069287819
Witham,52.20027757019323,18.481904558556636,19.7544571367567,9.563360734493434
Witney,58.80835742353165,13.001782963180943,19.444684865585348,8.745174747702054
Woking,50.29932178986852,8.043799492289622,37.40385708331755,4.2530216345243055
Wokingham,52.732541079812215,10.115903755868546,27.989289906103288,9.162265258215962
Wolverhampton North East,34.28669685332722,41.40539920903307,13.50088840488336,10.807015532756347
Wolverhampton South East,28.559080300803874,47.555248220820005,15.204425620191891,8.681245858184228
Wolverhampton South West,40.69721115537849,38.976593625498005,16.010956175298805,4.315239043824701
Worcester,39.52709601012782,33.43815085555601,19.449095438395883,7.5856576959202835
Worcestershire Mid,54.524749170446285,14.94767430445112,23.3767253735446,7.1508511515579904
Worcestershire West,50.307803227774386,6.767973674967186,37.82189932153883,5.102323775719594
Workington,33.85211034412492,45.505489187192744,13.545938510914695,7.096461957767645
Worsley & Eccles South,32.50521570226134,42.90544591256805,16.50559938610585,8.08373899906477
Worthing East & Shoreham,48.46994648428621,16.709713411988346,25.52430935801806,9.296030745707379
Worthing West,51.73951102334955,11.807096472121001,27.86271196791727,8.590680536612178
"Wrekin, The",47.68969718064741,27.131917855899758,17.444744169857294,7.733640793595545
Wrexham,25.397258612324116,36.878335759340125,25.785419699175154,11.938985929160602
Wycombe,48.64488795663641,17.291437353325996,28.790679321301738,5.272995368735852
Wyre & Preston North,52.38364387619865,21.306618850861465,21.50346924456225,4.806268028377641
Wyre Forest,36.92213992416354,14.33819917876579,11.866637851431266,36.8730230456394
Wythenshawe & Sale East,25.550293244337563,44.138794140021105,22.34791784250693,7.962994773134402
Yeovil,32.902379286214135,5.232680195941217,55.70853743876837,6.156403079076277
Ynys Mon,22.482870746719314,33.35849494832191,7.525258390430844,36.633375914527925
York Central,26.078351225179098,39.95654325237184,25.157584493255598,8.807521029193468
York Outer,42.986866791744845,17.088180112570356,36.06754221388368,3.8574108818011257
Yorkshire East,47.46556366332384,20.293050298513286,21.153470948608888,11.087915089553986
